"","SANGER_MODEL_ID","DRUG_Z_score","ACACA_CNV","ADAMTS19_CNV","ADCY2_CNV","AFF2_CNV","AGAP1_CNV","AGBL4_CNV","AKAP6_CNV","AKT3_CNV","ANK2_CNV","ANKS1B_CNV","ARHGAP10_CNV","ARHGAP24_CNV","ARHGAP6_CNV","ASTN2_CNV","ATAD2B_CNV","ATP8A2_CNV","AUTS2_CNV","BBS9_CNV","BCAS3_CNV","BMPR1B_CNV","BTBD9_CNV","CACNA2D3_CNV","CACNB2_CNV","CADPS2_CNV","CD226_CNV","CDC42SE2_CNV","CDH12_CNV","CDH13_CNV","CDH4_CNV","CDK14_CNV","CDKAL1_CNV","CEP128_CNV","CEP85L_CNV","CHSY3_CNV","CNTLN_CNV","CNTN3_CNV","CNTN4_CNV","CNTN5_CNV","COG5_CNV","COL4A5_CNV","COL4A6_CNV","COMMD10_CNV","CSMD3_CNV","CTNNA2_CNV","CTNND2_CNV","DAB1_CNV","DACH2_CNV","DCC_CNV","DGKB_CNV","DGKI_CNV","DIAPH2_CNV","DIP2C_CNV","DLG2_CNV","DLGAP1_CNV","DNER_CNV","DOCK1_CNV","DOCK4_CNV","DOK6_CNV","DPP10_CNV","DPYD_CNV","EDA_CNV","EDIL3_CNV","EHBP1_CNV","ELMO1_CNV","ELP4_CNV","EPHA6_CNV","ERBB4_CNV","ERC2_CNV","EXOC4_CNV","FARS2_CNV","FAT3_CNV","FBXL17_CNV","FBXL7_CNV","FER_CNV","FGF12_CNV","FGF13_CNV","FGGY_CNV","FHIT_CNV","FHOD3_CNV","FOXP1_CNV","FRMD3_CNV","FTO_CNV","GABRG3_CNV","GALNT13_CNV","GMDS_CNV","GPATCH2_CNV","GPC5_CNV","GPC6_CNV","GPHN_CNV","GRID1_CNV","GRID2_CNV","GRIK2_CNV","GRM5_CNV","GRM7_CNV","GRM8_CNV","HBP1_CNV","HDAC9_CNV","HHAT_CNV","HS6ST3_CNV","IDNK_CNV","IL1RAPL1_CNV","IMMP1L_CNV","IMMP2L_CNV","INPP4B_CNV","IPO11_CNV","ITFG1_CNV","KAZN_CNV","KCNH1_CNV","KCNH8_CNV","KHDRBS2_CNV","KIAA1328_CNV","KIRREL3_CNV","LAMA2_CNV","LINGO2_CNV","LPP_CNV","LRBA_CNV","LRP1B_CNV","LSAMP_CNV","LUZP2_CNV","LYPD1_CNV","LYRM4_CNV","MACROD2_CNV","MAD1L1_CNV","MAGI1_CNV","MAGI2_CNV","MAP7D2_CNV","MARCHF1_CNV","MBD5_CNV","MCM9_CNV","MCTP1_CNV","MDGA2_CNV","MDH1_CNV","MECOM_CNV","MGAT4C_CNV","MGMT_CNV","MID1_CNV","MLF1_CNV","MSRA_CNV","NAALADL2_CNV","NAV3_CNV","NBAS_CNV","NBEA_CNV","NCAM2_CNV","NCKAP5_CNV","NEGR1_CNV","NEK11_CNV","NELL1_CNV","NKAIN2_CNV","NKAIN3_CNV","NLGN1_CNV","NR3C2_CNV","NRG3_CNV","NRXN3_CNV","NSUN6_CNV","NUP155_CNV","OPHN1_CNV","OVCH1_CNV","PAPPA_CNV","PAPPA2_CNV","PARD3_CNV","PARD3B_CNV","PCCA_CNV","PCDH11X_CNV","PCDH9_CNV","PDE1C_CNV","PDE4D_CNV","PHKB_CNV","PHTF2_CNV","PIK3C2G_CNV","PLCB1_CNV","PLEKHA3_CNV","PLXDC2_CNV","PPFIA2_CNV","PRDM5_CNV","PRKD1_CNV","PRKG1_CNV","PSME4_CNV","PTPRD_CNV","PTPRG_CNV","PTPRK_CNV","PTPRM_CNV","PXDNL_CNV","R3HDM1_CNV","RABGAP1L_CNV","RAP1GDS1_CNV","RAPGEF6_CNV","RBMS3_CNV","ROBO1_CNV","RORA_CNV","RSBN1L_CNV","RSRC1_CNV","RYR2_CNV","SCFD2_CNV","SDCCAG8_CNV","SDK1_CNV","SEMA6A_CNV","SH3GL2_CNV","SH3KBP1_CNV","SLC44A5_CNV","SLC9A9_CNV","SLCO3A1_CNV","SMYD3_CNV","SNX29_CNV","SORCS1_CNV","SOX5_CNV","SOX6_CNV","SPAG16_CNV","SPATA17_CNV","STK3_CNV","STXBP4_CNV","STXBP5L_CNV","SYT1_CNV","TAOK3_CNV","TBC1D5_CNV","THSD4_CNV","THSD7B_CNV","TIAM1_CNV","TMEM117_CNV","TMEM167A_CNV","TMTC1_CNV","TMTC2_CNV","TOM1L1_CNV","TPGS2_CNV","TPK1_CNV","TRAPPC12_CNV","TRAPPC9_CNV","TRIP12_CNV","TTN_CNV","TYR_CNV","UBQLN1_CNV","ULK4_CNV","UNC5C_CNV","UNC5D_CNV","VPS13B_CNV","VTI1A_CNV","WDFY3_CNV","WDPCP_CNV","WDR7_CNV","WDR70_CNV","WWOX_CNV","XRCC4_CNV","ZBTB20_CNV","ZFAND3_CNV","ZFPM2_CNV","ZRANB3_CNV","AFF2_SNP","AGBL4_SNP","ANK2_SNP","ANKS1B_SNP","ARHGAP24_SNP","ARHGAP6_SNP","AUTS2_SNP","BBS9_SNP","BCAS3_SNP","CACNA2D3_SNP","CADPS2_SNP","CDH12_SNP","CDH13_SNP","CDH4_SNP","CDK14_SNP","CDKAL1_SNP","CNTLN_SNP","CNTN3_SNP","CNTN4_SNP","CNTN5_SNP","COG5_SNP","COL4A5_SNP","COL4A6_SNP","CSMD3_SNP","CTNND2_SNP","DCC_SNP","DGKB_SNP","DGKI_SNP","DIAPH2_SNP","DIP2C_SNP","DLGAP1_SNP","DNER_SNP","DOCK1_SNP","DOCK4_SNP","DOK6_SNP","DPP10_SNP","EDA_SNP","EDIL3_SNP","ELMO1_SNP","EPHA6_SNP","ERBB4_SNP","ERC2_SNP","EXOC4_SNP","FAT3_SNP","FBXL7_SNP","FER_SNP","FGF12_SNP","FGF13_SNP","FHIT_SNP","GABRG3_SNP","GALNT13_SNP","GMDS_SNP","GPC5_SNP","GPC6_SNP","GRID1_SNP","GRIK2_SNP","GRM7_SNP","GRM8_SNP","HDAC9_SNP","IMMP2L_SNP","KCNH1_SNP","KHDRBS2_SNP","KIRREL3_SNP","LAMA2_SNP","LPP_SNP","LRP1B_SNP","LSAMP_SNP","MACROD2_SNP","MAD1L1_SNP","MAGI1_SNP","MAGI2_SNP","MARCHF1_SNP","MBD5_SNP","MCTP1_SNP","MLF1_SNP","NAALADL2_SNP","NAV3_SNP","NBEA_SNP","NCAM2_SNP","NCKAP5_SNP","NEK11_SNP","NELL1_SNP","NKAIN3_SNP","NRG3_SNP","NRXN3_SNP","NUP155_SNP","PAPPA_SNP","PAPPA2_SNP","PARD3_SNP","PARD3B_SNP","PDE1C_SNP","PDE4D_SNP","PHTF2_SNP","PIK3C2G_SNP","PLCB1_SNP","PPFIA2_SNP","PRKG1_SNP","PSME4_SNP","PTPRD_SNP","PTPRK_SNP","PTPRM_SNP","PXDNL_SNP","R3HDM1_SNP","RABGAP1L_SNP","RAPGEF6_SNP","RBMS3_SNP","ROBO1_SNP","RSBN1L_SNP","RYR2_SNP","SDK1_SNP","SH3KBP1_SNP","SLC44A5_SNP","SLC9A9_SNP","SORCS1_SNP","SPAG16_SNP","STK3_SNP","STXBP5L_SNP","SYT1_SNP","THSD4_SNP","THSD7B_SNP","TIAM1_SNP","TMTC1_SNP","TMTC2_SNP","TRAPPC12_SNP","TRAPPC9_SNP","TTN_SNP","ULK4_SNP","UNC5D_SNP","VPS13B_SNP","WDR7_SNP","WDR70_SNP","ZBTB20_SNP","ZFPM2_SNP","AKAP6_SNP","CACNB2_SNP","CEP128_SNP","CEP85L_SNP","CTNNA2_SNP","DACH2_SNP","DLG2_SNP","DPYD_SNP","EHBP1_SNP","FARS2_SNP","FGGY_SNP","FHOD3_SNP","FOXP1_SNP","FRMD3_SNP","GPHN_SNP","GRID2_SNP","HHAT_SNP","HS6ST3_SNP","KAZN_SNP","KCNH8_SNP","KLHL29_SNP","LRBA_SNP","LYRM4_SNP","MAP7D2_SNP","MDGA2_SNP","MECOM_SNP","MSRA_SNP","NEGR1_SNP","NKAIN2_SNP","NLGN1_SNP","NR3C2_SNP","OPHN1_SNP","OVCH1_SNP","PCCA_SNP","PCDH11X_SNP","PLXDC2_SNP","RORA_SNP","SCFD2_SNP","SNX29_SNP","SOX5_SNP","TMEM117_SNP","TPK1_SNP","TYR_SNP","WDFY3_SNP","WWOX_SNP","ASTN2_SNP","CD226_SNP","ELP4_SNP","IL1RAPL1_SNP","INPP4B_SNP","ITFG1_SNP","NBAS_SNP","PTPRG_SNP","SEMA6A_SNP","SMYD3_SNP","SPATA17_SNP","TAOK3_SNP","TRIP12_SNP","VTI1A_SNP","WDPCP_SNP","ZRANB3_SNP","ACACA_SNP","FBXL17_SNP","FTO_SNP","GPATCH2_SNP","GRM5_SNP","TMEM167A_SNP","TOM1L1_SNP","TPGS2_SNP","MCM9_SNP","SDCCAG8_SNP","ADCY2_SNP","AGAP1_SNP","ATAD2B_SNP","KIAA1328_SNP","SH3GL2_SNP","MGMT_SNP","PRKD1_SNP","ARHGAP10_SNP","PCDH9_SNP","PHKB_SNP","STXBP4_SNP","ZFAND3_SNP","UBQLN1_SNP","COMMD10_SNP","SLCO3A1_SNP","ADAMTS19_SNP","BTBD9_SNP","CDC42SE2_SNP","IPO11_SNP","LINGO2_SNP","LUZP2_SNP","MDH1_SNP","MID1_SNP","NSUN6_SNP","RAP1GDS1_SNP","RSRC1_SNP","TBC1D5_SNP","UNC5C_SNP","ATP8A2_SNP","AKT3_SNP","BMPR1B_SNP","CHSY3_SNP","DAB1_SNP","MGAT4C_SNP","SOX6_SNP","XRCC4_SNP","PRDM5_SNP","IDNK_SNP","LYPD1_SNP","IMMP1L_SNP","HBP1_SNP","PLEKHA3_SNP","RYR2_indel","CNTLN_indel","DGKI_indel","PIK3C2G_indel","GALNT13_indel","THSD4_indel","TTN_indel","BTBD9_indel","MAGI1_indel","OVCH1_indel","ASTN2_indel","LRP1B_indel","NSUN6_indel","BCAS3_indel","NAALADL2_indel","LRBA_indel","NAV3_indel","SDK1_indel","SLCO3A1_indel","ANK2_indel","EXOC4_indel","MCM9_indel","MECOM_indel","PDE1C_indel","ZBTB20_indel","GRM7_indel","AGBL4_indel","ERBB4_indel","NBAS_indel","ZRANB3_indel","ACACA_indel","GPC6_indel","TIAM1_indel","PTPRD_indel","PXDNL_indel","CNTN5_indel","FARS2_indel","ATAD2B_indel","GPHN_indel","LAMA2_indel","AFF2_indel","IDNK_indel","PHTF2_indel","PLCB1_indel","RSBN1L_indel","SEMA6A_indel","TYR_indel","FGGY_indel","MAD1L1_indel","ROBO1_indel","MAGI2_indel","AKAP6_indel","SYT1_indel","PCDH11X_indel","EDIL3_indel","PAPPA_indel","GPATCH2_indel","DPYD_indel","EHBP1_indel","GRIK2_indel","GRM8_indel","RAPGEF6_indel","ARHGAP24_indel","CADPS2_indel","CSMD3_indel","CTNNA2_indel","IPO11_indel","LUZP2_indel","MGAT4C_indel","PSME4_indel","UNC5D_indel","FAT3_indel","GRM5_indel","CNTN3_indel","ARHGAP6_indel","CDH4_indel","FHOD3_indel","PAPPA2_indel","PARD3_indel","PARD3B_indel","PTPRK_indel","TMTC1_indel","KCNH8_indel","NBEA_indel","PHKB_indel","SLC44A5_indel","CDH12_indel","ATP8A2_indel","FRMD3_indel","PPFIA2_indel","SCFD2_indel","BBS9_indel","MAP7D2_indel","ULK4_indel","GABRG3_indel","EPHA6_indel","ANKS1B_indel","DNER_indel","HDAC9_indel","VTI1A_indel","LPP_indel","SOX5_indel","WDFY3_indel","ARHGAP10_indel","CDH13_indel","CDKAL1_indel","CEP85L_indel","DGKB_indel","DOCK1_indel","FOXP1_indel","IL1RAPL1_indel","INPP4B_indel","MACROD2_indel","NEK11_indel","OPHN1_indel","PTPRG_indel","CHSY3_indel","DACH2_indel","ERC2_indel","ITFG1_indel","NCKAP5_indel","PCCA_indel","WWOX_indel","MID1_indel","CACNB2_indel","PRDM5_indel","TMTC2_indel","SDCCAG8_indel","SNX29_indel","DCC_indel","DIP2C_indel","KHDRBS2_indel","PLXDC2_indel","TRIP12_indel","VPS13B_indel","ADAMTS19_indel","AUTS2_indel","FBXL17_indel","FTO_indel","MDGA2_indel","PRKD1_indel","PTPRM_indel","SMYD3_indel","STXBP4_indel","TPK1_indel","WDR70_indel","RABGAP1L_indel","NLGN1_indel","THSD7B_indel","DIAPH2_indel","MLF1_indel","CEP128_indel","SLC9A9_indel","DOCK4_indel","TAOK3_indel","NRXN3_indel","GRID2_indel","ADCY2_indel","STXBP5L_indel","SPAG16_indel","XRCC4_indel","FER_indel","KIRREL3_indel","NRG3_indel","DLG2_indel","COL4A5_indel","CTNND2_indel","HS6ST3_indel","UNC5C_indel","PDE4D_indel","SH3KBP1_indel","SORCS1_indel","WDR7_indel","PCDH9_indel","TRAPPC9_indel","AKT3_indel","KAZN_indel","PLEKHA3_indel","PRKG1_indel","NKAIN2_indel","KCNH1_indel","CDK14_indel","FGF12_indel","RBMS3_indel","AGAP1_indel","MBD5_indel","RAP1GDS1_indel","LINGO2_indel","FGF13_indel","COL4A6_indel","STK3_indel","COG5_indel","TOM1L1_indel","GRID1_indel","R3HDM1_indel","UBQLN1_indel","FBXL7_indel","ELMO1_indel","DPP10_indel","NEGR1_indel","NELL1_indel","GPC5_indel","WDPCP_indel","HHAT_indel","NCAM2_indel","MCTP1_indel","ELP4_indel","HBP1_indel","MARCHF1_indel","CACNA2D3_indel","KIAA1328_indel","ZFPM2_indel","BMPR1B_indel","KLHL29_indel","MDH1_indel","NR3C2_indel","TBC1D5_indel","CNTN4_indel","TRAPPC12_indel","CD226_indel","RORA_indel"
"1","SIDM00003",-0.16303758974359,"3.0","3.0","3.0","2","3.0","4.0","2.0","3.0","2.0","3.0","2.0","2.0","2","3.0","3.0","3.0","4.0","3.0","3.0","2.0","3.0","3.0","3.0","5.0","2.0","3.0","3.0","3.0","5.0","4.0","4.0","2.0","2.0","3.0","3.0","4.0","3.0","3.0","5.0","2","2","3.0","2.0","3.0","3.0","4.0","2","2.0","3.0","5.0","2","3.0","3.0","3.0","3.0","3.0","5.0","2.0","3.0","4.0","2","3.0","3.0","3.0","3.0","4.0","3.0","3.0","5.0","4.0","3.0","3.0","3.0","3.0","4.0","2","4.0","3.0","3.0","4.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","3.0","3.0","5.0","5.0","3.0","3.0","3.0","3.0","2","3.0","5.0","2.0","3.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","4.0","2.0","3.0","4.0","3.0","3.0","4.0","4.0","3.0","4.0","4.0","2","2.0","3.0","2.0","3.0","2.0","3.0","4.0","3.0","3.0","2","4.0","2.0","4.0","3.0","3.0","3.0","4.0","3.0","4.0","4.0","3.0","2.0","2.0","4.0","2.0","3.0","2.0","3.0","3.0","2","3.0","3.0","3.0","3.0","3.0","3.0","2","3.0","3.0","3.0","3.0","4.0","3.0","4.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","3.0","2.0","3.0","2.0","3.0","3.0","2.0","3.0","3.0","4.0","4.0","4.0","4.0","3.0","2.0","3.0","3.0","3.0","3.0","2","4.0","4.0","4.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","4.0","3.0","3.0","3.0","4.0","3.0","4.0","3.0","3.0","3.0","3.0","3.0","3.0","5.0","3.0","3.0","3.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","2.0","3.0","2.0","3.0","3.0","3.0","4.0","3.0","2.0","3.0",1,5,3,2,1,3,2,1,1,2,2,2,1,1,1,1,2,1,2,3,4,1,1,3,1,2,2,2,1,1,4,2,1,1,1,2,1,1,2,5,2,3,1,2,1,1,1,1,2,1,1,1,1,5,1,2,1,3,3,1,4,1,1,1,1,3,2,1,2,3,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,3,1,3,2,1,1,1,1,3,1,1,1,4,4,1,2,1,2,2,1,2,1,6,2,1,2,1,1,3,25,1,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","SIDM00023",0.567856195121951,"3.04","2.0","6.0","2","2.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","2","3.0","3.0","4.0","5.0","5.0","3.04","2.0","2.0","2.0","3.0","3.0","2.0","2.0","6.0","4.0","6.0","5.0","2.0","4.0","2.0","2.0","3.0","2.0","2.0","4.0","5.0","2","2","2.0","5.0","3.0","6.0","3.0","2","2.0","5.0","3.0","2","3.0","4.0","2.0","2.0","3.0","5.0","2.0","3.0","3.0","2","2.0","3.0","5.0","2.0","3.0","2.0","2.0","3.0","2.0","4.0","2.0","6.0","2.0","3.0","2","3.0","2.0","2.0","2.0","3.0","4.0","5.0","3.0","2.0","3.0","3.0","3.0","4.0","3.0","2.0","2.0","4.0","2.0","3.0","5.0","5.0","3.0","3.0","3.0","2","2.0","5.0","2.0","2.0","4.0","3.0","3.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","2.0","2.0","5.0","2.0","5.0","2","2.0","3.0","2.0","2.0","4.0","3.0","3.0","3.0","3.0","2","3.0","3.0","3.0","3.0","3.0","4.0","3.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","3.0","4.0","3.0","6.0","2","3.0","3.0","3.0","3.0","2.0","3.0","2","4.0","5.0","2.0","4.0","5.0","3.0","2.0","3.0","3.0","3.0","2.0","4.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","4.0","5.0","3.0","3.0","2.0","3.0","5.0","2.0","3.0","2","3.0","3.0","4.0","3.0","2.0","3.0","3.0","2.0","2.0","3.0","5.0","3.04","3.0","3.0","3.0","2.0","4.0","3.0","3.0","3.0","2.0","3.0","3.0","3.04","2.0","3.0","3.0","5.0","2.0","3.0","4.0","3.0","2.0","2.0","3.0","5.0","3.0","2.0","3.0","2.0","6.0","4.0","2.0","3.0","2.0","5.0","3.0",0,0,1,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,5,0,0,1,4,1,0,2,1,1,2,1,0,4,1,3,0,0,0,1,2,1,1,1,4,1,0,0,0,0,1,1,0,1,1,0,1,0,0,3,0,0,0,1,3,0,6,1,0,22,1,3,3,0,0,0,2,1,2,0,2,0,1,1,0,7,0,1,2,1,0,2,0,0,2,0,0,2,2,3,0,1,0,0,3,1,0,0,1,1,3,0,0,2,0,2,0,3,0,2,2,1,0,1,0,2,7,2,1,2,0,2,0,0,1,2,2,1,2,3,4,1,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,8,1,1,2,1,1,1,2,2,1,1,6,1,1,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","SIDM00040",-0.0012985,"3.0","3.0","5.0","2","2.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","2","3.0","2.0","2.0","3.0","3.0","3.0","2.0","3.0","2.0","6.0","3.0","2.0","3.0","5.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","3.0","3.0","2.0","3.0","3.0","2","2","3.0","3.0","2.0","5.0","3.0","2","2.0","3.0","3.0","2","6.0","3.0","4.0","2.0","3.0","3.0","2.0","2.0","3.0","2","3.0","2.0","3.0","3.0","3.0","2.0","2.0","3.0","3.0","3.0","3.0","5.0","3.0","3.0","2","3.0","2.0","4.0","3.0","3.0","3.0","3.0","2.0","3.0","4.0","2.0","2.0","3.0","2.0","2.0","2.0","3.0","2.0","3.0","3.0","3.0","3.0","2.0","3.0","2","3.0","3.0","2.0","3.0","3.0","2.0","3.0","2.0","3.0","4.0","3.0","2.0","3.0","3.0","2.0","2.0","3.0","3.0","2.0","3.0","0.0","3.0","3.0","3.0","2","2.0","2.0","2.0","3.0","3.0","2.0","3.0","3.0","3.0","2","3.0","3.0","3.0","3.0","2.0","2.0","2.0","2.0","3.0","3.0","3.0","2.0","2.0","3.0","2.0","2.0","3.0","6.0","5.0","2","2.0","3.0","5.0","6.0","2.0","2.0","2","2.0","3.0","3.0","3.0","3.0","2.0","4.0","2.0","6.0","3.0","2.0","3.0","0.0","2.0","3.0","3.0","2.0","4.0","2.0","2.0","5.0","2.0","3.0","2.0","3.0","3.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","3.0","2","3.0","3.0","3.0","2.0","3.0","3.0","2.0","3.0","2.0","4.0","3.0","3.0","3.0","3.0","3.0","2.0","3.0","2.0","2.0","3.0","3.0","2.0","3.0","3.0","4.0","3.0","2.0","3.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","3.0","3.0","2.0","2.0","2.0","5.0","3.0","3.0","3.0","3.0","3.0","2.0",1,2,4,2,0,0,1,0,1,0,0,1,2,2,0,0,0,0,2,2,1,0,0,1,1,0,1,4,0,3,1,0,1,2,1,1,0,0,0,0,0,1,0,3,0,1,0,0,1,1,0,1,0,0,1,0,0,0,2,0,0,1,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,3,0,0,3,2,0,0,0,1,0,0,1,1,2,0,0,0,0,2,0,1,2,2,4,4,1,1,0,2,2,0,1,0,1,1,0,0,0,1,2,15,0,0,0,0,1,0,1,0,1,1,0,0,0,1,4,0,2,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,1,2,1,2,1,1,1,1,1,1,2,1,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
