"","cell_id","ACACA","ADAMTS19","ADCY2","AFF2","AGAP1","AGBL4","AKAP6","AKT3","ANK2","ANKS1B","ARHGAP10","ARHGAP24","ARHGAP6","ASTN2","ATAD2B","ATP8A2","AUTS2","BBS9","BCAS3","BMPR1B","BTBD9","CACNA2D3","CACNB2","CADPS2","CD226","CDC42SE2","CDH12","CDH13","CDH4","CDK14","CDKAL1","CEP128","CEP85L","CHSY3","CNTLN","CNTN3","CNTN4","CNTN5","COG5","COL4A5","COL4A6","COMMD10","CSMD3","CTNNA2","CTNND2","DAB1","DACH2","DCC","DGKB","DGKI","DIAPH2","DIP2C","DLG2","DLGAP1","DNER","DOCK1","DOCK4","DOK6","DPP10","DPYD","EDA","EDIL3","EHBP1","ELMO1","ELP4","EPHA6","ERBB4","ERC2","EXOC4","FARS2","FAT3","FBXL17","FBXL7","FER","FGF12","FGF13","FGGY","FHIT","FHOD3","FOXP1","FRMD3","FTO","GABRG3","GALNT13","GMDS","GPATCH2","GPC5","GPC6","GPHN","GRID1","GRID2","GRIK2","GRM5","GRM7","GRM8","HBP1","HDAC9","HHAT","HS6ST3","IDNK","IL1RAPL1","IMMP1L","IMMP2L","INPP4B","IPO11","ITFG1","KAZN","KCNH1","KCNH8","KHDRBS2","KIAA1328","KIRREL3","KLHL29","LAMA2","LINGO2","LPP","LRBA","LRP1B","LSAMP","LUZP2","LYPD1","LYRM4","MACROD2","MAD1L1","MAGI1","MAGI2","MAP7D2","MARCHF1","MBD5","MCM9","MCTP1","MDGA2","MDH1","MECOM","MGAT4C","MGMT","MID1","MLF1","MSRA","NAALADL2","NAV3","NBAS","NBEA","NCAM2","NCKAP5","NEGR1","NEK11","NELL1","NKAIN2","NKAIN3","NLGN1","NR3C2","NRG3","NRXN3","NSUN6","NUP155","OPHN1","OVCH1","PAPPA","PAPPA2","PARD3","PARD3B","PCCA","PCDH11X","PCDH9","PDE1C","PDE4D","PHKB","PHTF2","PIK3C2G","PLCB1","PLEKHA3","PLXDC2","PPFIA2","PRDM5","PRKD1","PRKG1","PSME4","PTPRD","PTPRG","PTPRK","PTPRM","PXDNL","R3HDM1","RABGAP1L","RAP1GDS1","RAPGEF6","RBMS3","ROBO1","RORA","RSBN1L","RSRC1","RYR2","SCFD2","SDCCAG8","SDK1","SEMA6A","SH3GL2","SH3KBP1","SLC44A5","SLC9A9","SLCO3A1","SMYD3","SNX29","SORCS1","SOX5","SOX6","SPAG16","SPATA17","STK3","STXBP4","STXBP5L","SYT1","TAOK3","TBC1D5","THSD4","THSD7B","TIAM1","TMEM117","TMEM167A","TMTC1","TMTC2","TOM1L1","TPGS2","TPK1","TRAPPC12","TRAPPC9","TRIP12","TTN","TYR","UBQLN1","ULK4","UNC5C","UNC5D","VPS13B","VTI1A","WDFY3","WDPCP","WDR7","WDR70","WWOX","XRCC4","ZBTB20","ZFAND3","ZFPM2","ZRANB3"
"SIDM01098","SIDM01098","5.1918","0","0","0.0144","4.477","0.433","4.2555","5.153","5.0099","0.7312","3.9059","1.3045","1.275","4.4429","2.8856","1.3618","5.1819","3.6904","4.2172","2.111","2.5826","0.111","2.0215","0.1763","0.0566","3.6803","0","4.1252","0.0566","3.3547","4.0161","1.7225","1.516","0","2.8074","1.275","2.4276","0.0286","4.9932","0.0841","0.0841","4.3413","0","4.1819","0","0.8718","0","0.0704","3.5286","2.4647","2.384","3.3785","0.7991","0.0144","2.278","4.4783","3.3854","3.2032","0.111","3.7876","0.0704","3.7082","4.8934","5.532","3.0892","0.0426","0.3674","1.4489","6.0682","3.2234","0.4957","4.1579","3.6064","2.6415","0.1763","0.1635","2.7071","2.9146","4.3045","3.8758","4.2623","5.6508","0.2141","5.6999","3.9307","3.1522","1.2388","4.3792","3.6668","1.3103","0","3.0391","0.0144","2.9855","1.0909","5.5512","5.3327","3.5705","0.8319","2.6826","0.4957","4.7252","4.3695","0.433","3.4906","5.6209","3.254","2.0875","1.774","0","1.9411","0.5753","2.0772","0.2869","3.5298","2.5583","3.8875","3.2449","5.1591","0.2869","1.1699","4.6588","0.926","4.4944","4.0286","2.6485","2.2928","0.8875","3.7814","2.669","0.9709","0","7.1211","0.111","0.2265","4.1819","3.6519","4.5129","3.2172","0.696","1.9449","4.4336","4.969","3.2342","0.3103","0.9855","2.4621","0.433","0","0.0144","1.7655","0.1635","0.856","0.5361","3.2957","4.6188","1.9561","0.0426","5.3255","0.6781","4.5484","1.6462","3.8866","0","1.926","1.2928","2.7203","4.7425","4.5398","0.0426","4.1027","3.406","2.2449","1.1177","2.7719","0.1375","2.0841","4.9364","1.406","3.1359","2.4931","3.6859","1.9561","4.9369","3.0618","4.9165","2.5059","5.0704","4.8212","2.0531","4.5014","4.8875","1.251","3.5211","3.8309","3.3561","3.1293","0.0426","4.9882","3.4182","0.0841","4.0321","4.5928","2.774","6.2346","0.5361","0.6508","4.4222","1.9146","3.6171","2.669","1.6229","4.4236","4.1506","5.5176","5.2005","0.0286","4.3219","3.0858","5.7724","1.2928","4.5922","5.5361","6.9032","0.7824","5.9262","3.9837","6.0637","0.3896","0","5.9451","2.9745","6.0542","3.3334","2.9598","3.84","3.926","2.4621","2.5361","4.504","3.6915","2.9764","1.2869","5.9016","0.263","2.84"
"SIDM01099","SIDM01099","5.0152","0.6508","0.433","2.2479","5.021","1.1763","4.4469","4.641","6.6807","0.3448","3.3505","0.546","0.1243","6.2976","2.8156","3.2839","4.0704","3.5211","4.2024","0.5753","2.9635","4.2585","2.06","0.0286","0.0704","3.9561","0.0144","0.1375","0.2141","0.7824","3.0925","3.4343","1.8679","0.0426","3.2048","0.0704","1.8237","0.0144","4.431","0.1375","0.0566","4.4436","1.7181","6.2428","0.5753","0.0566","0.0704","0","0.251","3.4621","0.0286","2.6392","1.9184","0.2016","3.5435","0.0976","3.9672","2.8895","0","4.6088","0.8797","0.1635","4.8207","5.0188","2.3363","0.5059","0","2.969","6.8791","3.7698","0.263","4.2645","4.3827","2.9373","0.6041","3.1391","1.2203","0.7398","5.8748","3.4141","5.1691","6.1829","2.8237","0.0841","3.8053","3.3248","0.1243","2.6064","3.6871","3.6473","0","4.5323","0","0.0976","0.111","5.144","5.5524","3.5595","4.9741","1.9964","0.0144","5.1894","2.9336","0.1243","4.1473","5.278","3.7312","1.281","3.7463","0","2.3757","0.2869","2.4725","0.0286","3.9279","0.6041","5.4216","0","3.488","0.0704","0.0286","5.4767","0.4222","4.6088","4.0652","1.5261","3.5447","2.1408","3.4919","2.9635","1.0976","0.0426","7.94","0.1763","4.9556","4.6177","1.856","4.4764","1.4114","0.0841","1.0772","4.2861","5.7955","0.0566","0.0976","0.2388","2.0391","0.0841","0.0566","0.0566","0","0.3785","0.2141","0.0566","4.2772","4.7049","2.0356","0.9709","0.9336","1.774","4.5644","1.7268","4.7109","0","5.4043","1.696","4.6129","5.1973","4.6719","0","4.7671","4.585","0.251","0.1375","3.541","0.3674","0.0841","5.3988","0.7991","2.852","0.9561","2.3785","0.0704","5.4588","2.696","5.266","3.8319","5.7222","3.1811","3.0755","4.0224","4.8797","0.7655","4.1723","5.0148","2.8914","1.144","0.0286","1.4854","3.0286","0.111","4.1152","2.9837","2.3702","3.4155","0.0426","0.1763","4.6859","2.0875","2.8258","3.3547","2.2203","7.5165","5.1922","4.8807","1.9486","1.1043","4.9523","2.0144","5.8472","6.0224","4.5033","5.5207","7.4486","0.6508","5.382","3.6135","6.753","0.4436","0.0426","6.8482","3.2555","5.6467","0.3219","3.8001","4.4522","4.4283","2.862","2.5632","4.4614","3.4087","3.9392","1.0356","6.1475","3.7442","2.4725"
"SIDM01100","SIDM01100","5.7021","4.3234","0.0144","0.9561","3.9873","0.111","2.2327","5.0609","3.2464","1.9298","3.6496","1.3277","3.4995","3.2615","2.84","0.2141","5.667","2.4983","3.0054","1.5945","1.4489","0.7655","1.3045","0.0426","0.275","3.433","0.0704","0.0704","0.3896","4.4276","3.1827","2.8934","1.9222","0.669","2.6229","0.6135","1.9745","2.9449","3.9212","0.1763","0","4.673","0","3.2869","5.3049","0.2869","0.0426","0","1.4005","2.848","2.2357","2.9392","1.1953","0.2265","0.5558","0.1243","3.3477","2.905","0.0144","3.4828","0.3448","0.1375","4.6904","3.8227","3.3406","0.275","0.0144","1.9523","4.9873","3.905","2.5185","2.9467","3.9598","3.1827","0.1506","6.3252","3.101","1.3391","5.0695","2.511","0.9782","5.7296","0","4.3896","4.359","3.4476","0.5261","3.2765","4.9241","2.6848","0.0976","1.774","0.0286","0.0426","3.7409","4.995","3.2913","3.2795","3.306","1.3219","0.0704","6.0328","2.7866","1.8718","4.7687","4.8704","3.5046","0.8074","1.9745","0","2.9764","0.1763","2.7312","1.275","1.6135","2.384","4.5166","0.0426","3.5348","0.5361","0.0976","5.7732","1.6323","4.2373","3.7687","1.8953","0.4854","1.6135","2.5583","3.2203","0.8639","0.251","7.8678","0.856","0.6415","2.844","1.7824","4.6153","2.1538","1.251","0.0704","6.7684","4.5491","2.0461","0.4957","2.0426","1.3219","3.8787","0.0566","1.406","2.067","0.1375","0.6599","0.0426","3.541","5.1322","1.2449","0.7398","0.2016","0.0286","4.9093","0.8319","4.4383","0","2.1473","0.1635","2.6938","5.3968","4.4383","0","3.7856","2.6826","0.3785","2.3045","3.1969","3.8972","0","5.4825","2.9298","2.862","4.1473","1.7655","0.0144","4.6993","1.9523","5.07","3.3868","5.1875","4.8987","1.2079","4.2861","4.8909","1.0215","3.3561","4.0704","2.8875","4.7098","0.0976","3.1587","4.0976","0.7312","4.6058","4.591","2.2357","4.4005","3.1795","0.6041","4.1043","0.5361","3.0875","4.1018","0.8953","6.1685","3.9828","5.5348","0.0426","2.852","4.4356","2.3016","6.114","5.503","3.0197","3.488","7.6194","1.251","5.4232","2.4568","5.6023","0.0976","0.0841","6.2075","1.3505","5.6147","0.0144","3.2972","4.3147","3.8309","2.9317","2.373","4.4822","4.2623","4.62","0.546","5.144","3.1906","2.926"
"SIDM01101","SIDM01101","4.7787","0.8639","0","0.0144","3.8146","0.2016","2.3868","4.843","2.5705","0.4436","3.943","0.4751","0.4436","3.7814","2.6531","0.0426","4.263","3.2016","3.3618","3.3576","2.272","3.5211","1.8074","1.1043","0.1763","3.479","0","0.7225","0.0286","2.0144","3.2645","2.4803","1.0426","0.0144","2.4141","0.2141","1.6736","2.585","3.4128","5.7369","2.4222","4.9293","0.0144","0.2869","0.0841","0.0426","0","0.1243","0.2869","0.8156","2.3219","2.6276","0.3561","0.0286","0.9486","4.8248","2.0976","2.7908","0.0144","3.3448","0.1506","2.0108","5.266","4.278","2.8115","0.6781","0.0976","0.4957","5.0264","4.7661","0.0144","3.8807","2.7506","2.7093","0.0144","0.4436","2.111","1.1043","1.2265","2.926","2.5484","5.5148","0.3103","2.488","3.4249","3.61","0.4957","2.6346","3.7592","1.0215","0.0144","4.0704","0","0.1243","0.1763","4.4456","1.9411","1.8156","0.1243","2.6982","0.6415","4.3764","3.3688","0.5753","4.0781","4.9805","3.7677","0.1243","2.257","0","1.8319","1.0909","1.774","0.0286","1.4005","3.3031","6.3747","2.2141","2.9165","0.1375","0.6781","4.9397","0.433","4.5711","3.0566","0.6599","0.84","1.4647","3.373","1.9672","1.5753","0.0426","7.1561","0.0144","0.0704","4.5904","2.6229","3.5886","2.4515","0.4114","2.5084","4.079","5.2698","1.9745","0.3334","0.9928","1.8074","0.0144","0","0.0704","0","0.0566","0.2388","0.111","4.5686","4.61","1.433","0.0144","1.7355","0.0566","5.0453","0.4751","3.6439","0","2.3016","0.2388","2.3045","4.8037","4.5814","0.6041","3.61","2.6276","0.5558","0.6229","3.568","0.1635","1.189","5.0997","0.7137","3.1731","3.7887","4.2728","0.0704","4.9672","3.1326","5.0457","2.856","3.5059","6.0564","2.7634","3.5957","4.4705","1.3505","4.2758","4.887","2.1077","2.7782","0.0144","5.8467","1.0215","0.0976","4.0968","4.5211","2.26","2.2327","2.516","0.0841","3.9598","1.4005","3.384","2.8217","1.9709","5.2426","4.3082","3.281","5.1695","0.1635","2.319","1.9107","6.047","1.7866","4.126","5.2924","6.3625","1.0566","5.4973","3.1859","6.3491","0.1763","0.0841","6.2638","1.384","6.068","0.0144","3.3785","3.7214","4.1715","2.5286","2.5311","4.2943","2.9486","3.6747","0.669","5.1946","2.8972","2.5059"
"SIDM01102","SIDM01102","4.9444","0","0.1635","0.0704","0.1763","0.0144","0.546","3.7729","2.0461","0.0144","4.4482","0.2869","0.0286","1.0072","3.9231","0.5361","6.2363","2.9653","6.1322","0.0566","1.7137","0","3.0738","1.2928","0.3103","5.7787","2.9873","0.0144","0.0426","2.6576","3.7506","2.6323","2.7698","0","1.9782","0","1.7949","0.0144","4.4548","0.0426","0","3.8298","0","1.0496","1.1635","0.0144","0","0.111","0","0.1506","0","1.5898","0.6415","1.844","0","0.0144","2.1144","0","0.0286","2.4249","0","0.0144","4.2787","4.1651","4.0798","0","0","0.4647","4.5484","2.854","0.0976","2.7527","0.2987","2.6554","0.0976","0.5361","1.384","4.6235","4.6798","4.1667","0.4854","4.6005","0","0.0426","3.904","4.0009","1.1309","0","4.765","1.6599","0.0144","0","0","0","0.3674","4.9932","2.8032","2.3785","0","3.4289","0","5.0321","3.4249","3.5534","3.4168","4.7214","2.7908","0.3103","0.0144","0","1.7824","0.0566","2.0461","0.5059","0","0.3448","3.7431","0.0286","2.1635","0","0","4.1334","0.111","3.6064","0.0286","0.1763","0.6229","1.6462","4.4529","2.9317","4.916","0.0286","8.0501","0","0.0426","0","0.1375","0.2141","1.5801","3.5826","0.0144","3.9439","1.433","0.0841","1.0496","0.0144","0.4957","0","0.0286","0","0.6415","0.1763","0","4.4202","3.5692","4.0339","0.0144","0.275","0.0566","0.0426","4.5552","0.111","3.9439","0","0.111","3.7004","1.5509","4.4529","3.5311","0.0144","0.0144","4.0268","0.0286","0","0.84","0.0426","0","5.3262","0.516","1.3951","3.6915","4.5348","0.2388","4.9667","4.8079","4.4012","3.278","1.5311","3.359","3.5447","3.6982","4.9982","0.1506","3.1747","4.0268","0.0704","1.2388","0.0286","7.1827","1.7485","3.384","0.5753","3.278","3.5185","0.0704","0","0.2141","3.1408","0.8319","2.8339","1.5945","0.0286","0.0286","5.0644","5.2063","0.1375","0.0566","1.8914","0.4436","5.9324","3.4263","1.7527","0.1506","5.5188","1.774","5.9004","2.8875","6.2407","0.3219","0","5.8938","1.7442","0","0","2.6599","4.9373","0.0841","2.5008","3.111","4.3074","3.0126","4.1135","1.3103","6.5821","0.3448","2.8012"
"SIDM01103","SIDM01103","5.1538","0.0566","0","0","3.2234","0","1.4906","2.1342","2.269","1.4751","2.6938","4.2494","0.0144","2.3277","1.6826","0.0704","0.3219","4.0858","5.1322","1.0356","1.6599","0.2869","0.5059","2.7506","0.4005","4.2373","4.2898","2.5656","0.4854","2.8032","2.8953","2.3785","1.8679","2.4222","2.6893","0","0.0144","1.0286","3.2615","5.0613","4.0968","4.5747","0.0286","0.0144","0.0704","0.0286","0.0566","0.6135","0.0286","3.466","1.8875","3.0755","1.0144","0.1763","3.4647","3.9991","2.6576","0.6508","0","3.0566","0","4.6194","5.6809","4.2615","3.7268","1.144","0.0426","0","4.5292","2.8856","0","4.1135","2.846","2.275","0.2016","3.1276","3.5801","1.189","3.5072","3.3205","1.189","6.0607","2.7159","0","3.6736","2.5583","0.111","3.3882","3.4764","0.1635","0.0841","2.8156","0.263","0","0.4222","5.0188","4.8748","3.4995","0.0286","3.2824","1.1699","6.1755","3.5741","2.9837","3.5607","4.9814","0.2016","0.4436","0.9336","0","2.2141","0.848","2.4931","1.8359","1.0704","3.0875","4.4607","0.0286","2.2234","0.0144","2.3757","3.0704","0.8953","5.133","2.6206","0.856","1.3448","2.5583","2.6938","2.7377","4.1611","0.774","7.9835","4.4243","0.0976","4.6605","3.5223","4.9621","3.1635","1","2.9165","4","2.6485","1.541","0.9855","1.84","2.5558","0","0.4647","0.546","2.7845","0.3561","0","0.0144","2.2327","4.3183","2.5705","0.0144","2.2869","0.6229","4.6519","1.2869","3.079","0.3334","1.9069","0.189","2.7803","4.8212","3.0566","0.0566","2.5484","3.8866","0.9635","0.111","2.3505","3.488","0.1375","5.3143","0.4542","2.9165","5.5883","5.0308","0.2987","3.8649","3.7334","4.7241","2.844","2.1375","4.238","0.7991","2.9107","5.1522","0.0144","3.7049","3.9809","1.2016","0.5656","0.0426","5.6753","2.4515","2.8237","4.5059","4.0531","1.852","0","0.1243","0.3448","4.5711","1.1827","3.3448","1.6915","0.0426","2.4931","4.4502","4.7544","4.4976","0","3.1683","1.8679","5.8281","1.2079","2.4033","5.8035","7.4772","2.7027","3.8728","2.5801","6.5497","0.2141","0.0566","5.6565","1.7268","0.6229","0.0144","3.2795","3.0548","4.3716","1.8278","2.5753","4.4502","4.1285","3.3743","0.9928","4.9727","1.0426","2.0496"
"SIDM01104","SIDM01104","4.9179","0.0144","0.0976","0.9855","3.1731","0","4.8298","4.6064","3.3045","0.6871","2.852","2.8053","2.9561","5.0241","1.9449","0.84","1.0072","3.5435","6.8243","0.6323","2.3306","0.7312","0.189","2.8934","0.3896","3.5398","0.4647","4.5236","0.1763","3.9819","3.1375","1.511","2.3103","2.5435","2.2357","0.4647","0.7824","0.0841","4.9463","3.2032","0.433","4.6439","0.8074","1.5705","0.275","0.2987","0","0.0426","0.251","2.2987","2.6206","2.8856","0.9336","0.5361","2.9241","3.9364","3.9165","0.2388","0","4.7032","0.5261","3.6814","5.7905","3.7929","3.0738","0.2265","0.0286","0.189","5.2675","3.3978","2.342","3.8718","3.0635","3.0108","1.8278","4.009","2.7181","2.2957","3.1969","1.848","3.1177","5.9284","0.0841","0.3448","5.0811","2.903","0.275","3.645","2.6182","0.1506","0.4222","6.0603","0.3785","0.1763","1.0215","6.0402","4.1779","3.319","0.0144","1.4005","4.3313","5.0596","6.3498","4.6421","4.1635","6.4614","4.4705","0.6041","0.2388","0.0426","1.1043","3.1651","3.9533","2.0531","0.2869","3.7929","3.7225","0.0426","2.774","0.0566","3.9486","5.0862","2.3533","6.797","1.9745","1.5509","0.4957","1.384","3.1027","2.6088","4.1227","0.5261","7.4873","0.9336","0.0704","1.257","4.565","4.0009","4.3241","2.4249","3.9505","4.144","2.5311","2.257","2.4356","1.1309","1.1953","2.1077","0.1763","1.2388","2.7137","0.585","0","3.854","2.1795","4.3074","3.6194","0.1375","0.4854","0.251","4.5135","1.6599","2.3978","0.0426","1.7485","6.5962","2.8217","4.9227","5.2098","0.0286","4.4303","3.3688","1.0144","0.0841","1.7782","3.3978","0.9411","4.9274","0.546","3.4276","4.9561","4.7015","1.0072","4.4848","2.7312","4.8192","3.0942","3.6124","5.5354","0.7485","3.4316","4.4039","1.281","4.375","4.8435","2.7719","2.1859","0.4222","7.8873","0.3448","1.4114","3.4828","4.7274","2.2898","4.1268","4.1318","2.4725","3.7463","0.903","4.5521","2.1795","1.511","3.7929","5.238","4.8963","1.903","0.189","4.6294","2.2928","7.0927","1.6135","5.615","4.6171","5.9404","2.266","5.0157","3.1538","6.1373","0.4854","7.8801","5.7965","3.0356","1.111","0.0286","3.3854","3.0738","3.8248","2.4356","2.2449","4.1603","2.7527","3.6053","0.757","6.1052","1.157","1.6871"
"SIDM01105","SIDM01105","4.7777","0.0144","1.4168","0.2265","3.7581","0.0976","1.6135","4.319","1.0909","1.9745","3.1538","0.263","0.774","3.0618","2.1859","0.903","4.009","2.9222","2.8953","0.4647","1.6369","0.1243","0.4854","3.2943","0.0144","3.225","0.0566","0.0286","1.5261","1.7398","2.1985","2.7761","1.8237","1.2327","2.025","0.2265","0.3785","0.0426","4.7038","0.0976","0.0144","4.2126","0.0566","0.4542","0.5059","0.3785","0.0426","0","0","1.541","2.0976","3.269","0.9411","2.9616","3.6882","3.2219","2.9672","0.4005","0.8953","2.406","1.0356","0.4436","4.4202","0.546","2.3785","0.2016","0","0.7824","5.1615","2.8094","0.1243","2.6576","4.1683","2.3646","3.7929","1.7181","2.3448","0.6135","3.1342","2.2898","2.0036","3.332","1.7866","0.546","2.5033","3.0479","0.4436","0.189","2.342","0.6599","0.0144","2.4033","0.0426","0","1.5509","4.9491","3.3334","4.0618","0","0.516","0.1243","3.4686","3.3234","5.6082","3.9653","4.6485","2.7698","0.4647","0.546","0.1763","1.7049","0.3448","2.511","0.6135","0.0976","2.7506","3.5323","0","2.774","0","4.0755","4.5777","1.406","7.2996","1.8836","1.0566","4.3909","1","2.4568","2.384","4.1276","1.0566","8.4333","1.257","0.0144","1.9782","0.111","4.0505","2.6938","1.7093","2.4594","4.3277","0.5261","2.0144","3.0461","0.189","0.7049","0.2265","0.0286","0.2265","1.6871","0.2141","1.144","0.0426","1.8914","4.366","4.3089","0.2016","0.1635","0","3.2434","1.433","2.6915","0","1.4803","3.8084","3.8797","4.0609","5.3169","0","3.4725","2.9411","1.6088","0.189","0.0566","2.7377","0.1506","5.0917","2.8197","2.4673","3.8053","5.3684","0.0426","3.9021","2.858","4.1851","3.0976","1.2327","4.1993","2.4594","4.135","3.6656","0.263","3.0391","3.3016","0.2869","6.6936","0.5753","4.9959","0.0841","1.9709","5.8987","2.9873","1.8758","2.8197","3.0391","2.0942","4.1177","0.189","3.2494","2.846","1.4114","0.3448","5.2028","3.86","0.5656","0","2.4356","1.7949","5.5901","3.8953","4.0045","5.2627","6.142","1.7485","4.8156","1.2203","6.4795","0.2016","7.6548","5.9006","2.9222","0.1506","0.0286","2.1538","2.2418","2.7845","3.1985","2.0215","3.9514","1.7312","2.7115","0.5261","4.9932","0.2869","1.1635"
"SIDM01106","SIDM01106","4.8866","0","0.1375","0.6229","3.3716","0.0704","3.3089","4.4634","5.093","1.5008","3.2265","3.6299","2.7782","2.0807","1.6645","0.0841","3.441","2.7334","4.765","1.0704","1.8237","0.9855","0.111","3.6334","0.251","3.669","0","4.9905","0.0841","3.1763","2.7355","1.7991","2.4515","1.0635","1.7991","0.111","0","0.5261","4.7425","4.2441","0.4222","5.1231","0.263","0.2141","0.1635","2.9542","0","0.2987","0.0144","1.4647","1.9298","2.8319","0.6871","0.3448","4.4699","4.9477","3.8807","1.5656","0","4.8634","0.6323","5.4764","6.6446","2.6299","2.7782","1.2449","1.7485","0.0841","5.2176","2.757","0.3103","4.0755","3.6982","2.6826","4.7845","4.696","3.4983","1.1953","3.85","0.275","2.3391","5.7962","0","0.0286","5.1231","2.2957","0.0976","5.6141","3.8718","0.0426","0.4751","5.7361","0.2987","0.0704","0.8156","5.4192","4.7415","3.2032","0.1375","0.5753","3.9117","5.3558","5.0747","4.6041","4.017","6.2976","2.9241","1.0496","0.111","0.1506","1.3448","2.7398","3.6124","2.6781","0.7908","3.8797","3.4463","0","2.6064","0.111","5.4012","4.7655","1.7004","5.3702","1.1243","0.5059","0.1375","1.7355","2.9873","2.5361","2.8797","0.6781","6.889","2.1603","0.6508","0.0286","4.8027","4.0626","3.7015","2.9317","4.9602","4.1993","2.943","0.0144","1.3618","3.1953","0.8156","2.5008","0.3103","1.0976","4.0009","1.1827","0.0426","5.3951","1.7485","4.3847","4.2713","0.0426","1.8156","0.2987","3.5185","2.5236","2.568","0.0144","3.0161","5.1387","1.8679","4.4705","3.839","0","4.1359","3.3391","0.0144","0","1.9561","5.3277","0.6508","4.5789","2.3702","1.9373","4.3406","4.5154","0.3448","4.1538","3.0356","5.8369","2.8738","2.7782","6.2172","1.2449","2.6088","4.5279","0.3785","4.121","4.319","2.101","2.278","0.2265","6.3199","0.774","0.8074","3.8032","4.5705","2.1827","4.5336","3.2373","3.0841","3.6904","0.7485","4.3212","1.7442","0.9782","4.5934","4.9098","3.9098","1.8718","0.0566","4.7777","2.266","6.2638","0.6041","5.6988","4.5662","6.8189","1.5059","4.9307","3.5323","6.293","0.111","7.9955","5.2683","1.6599","2.8639","0","3.1375","3.106","4.1961","2.144","3.0444","4.7708","2.3674","3.4476","0.757","5.8197","0.856","2.2016"
"SIDM01107","SIDM01107","5.7274","0.4005","4.8032","1.1699","4.5053","0.3674","2.9222","4.6106","3.3291","1.9449","2.8359","1.2079","0","2.3391","1.7613","1.2869","3.306","3.7698","6.0775","2.9279","2.4436","0.0841","0.3561","3.3576","0.1243","3.7301","0.275","0.0426","0.251","2.7761","8.8576","3.4249","2.0909","1.7527","2.5632","2.6392","1.8836","0.0144","4.2615","0.0566","0.0144","4.121","0.0426","3.3799","0","0.0144","0.0286","0","0","2.1408","2.4114","4.2765","1.5361","1.2016","0.0144","4.09","3.0925","0","2.4141","2.1309","0.0144","1.157","5.6812","1.0909","3.2434","0.5361","0.4957","0","5.7366","3.8319","0","4.1018","1.9069","2.8156","0","3.3702","2.0426","2.4803","3.9317","3.0321","3.5886","5.5768","3.4222","0.0841","4.6542","2.6622","1.5311","1","3.437","0.0144","0.2388","0.1635","0.0426","0.0144","0.0286","4.3702","3.843","2.5777","0.0144","1.0286","2.189","5.7819","3.6837","5.7049","4.0661","4.859","5.6369","0.0426","0.7824","0.189","2.1309","1.189","0.4114","0.4005","0.7225","3.2525","4.4443","0.2265","2.2987","0.0144","1.0356","5.0224","1.0496","7.0647","3.126","2.3674","3.8349","1.0566","2.8094","2.0704","4.2994","1.0144","8.6745","1.9449","0","4.4436","4.3971","4.3262","3.9533","0.7485","2.8115","3.8329","1.8953","1.5361","0.774","0.0841","1.0356","4.408","0","0.546","1.7049","0.9709","3.1587","0.5361","2.5656","4.3341","1.9964","0","0.1243","0","4.7181","1.6462","3.9672","0.0704","0.7824","0.0566","3.0875","4.7866","4.7355","0.0286","0.1506","3.3632","0.0144","1.6323","2.0496","3.541","1.3219","5.0605","0.2265","5.1031","2.5336","4.4436","0.0286","4.7027","3.568","4.8968","3.7687","2.856","4.5447","3.1227","3.7268","5.0431","0.0426","4.4581","3.5323","0.0144","2.257","2.157","5.7835","0.0704","1.7268","3.2987","3.7687","2.5656","4.4256","4.5497","2.3448","4.8723","0.3674","4.1408","2.969","0.0426","1.3391","6.4072","4.3964","1.0496","0","1.511","1.7824","5.9243","2.0772","2.5135","5.7871","5.9533","1.4647","4.7071","3.5705","6.458","0.2987","8.1268","5.7549","2.8817","0.4542","0","3.1938","3.6427","3.8094","3.3031","2.797","3.6554","2.3785","4.0618","1.4114","5.6453","0.0841","1.1043"
